id,url,region,region_url,price,year,make,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,size,type,paint_color,image_url,description,county,state,lat,long,posting_date
7313273005,https://vermont.craigslist.org/cto/d/south-burlington-2019-manual-alltrack-se/7313273005.html,vermont,https://vermont.craigslist.org,31991,2019,volkswagen,alltrack manual,like new,4 cylinders,gas,15000,clean,manual,,4wd,,,green,https://images.craigslist.org/00t0t_kxfaAJyppdz_0sU0dm_600x450.jpg,NA,,vt,44.4513,-73.1796,2021-04-27T09:31:59-0400
7316783234,https://cnj.craigslist.org/ctd/d/farmingdale-2019-volkswagen-arteon-pure/7316783234.html,central NJ,https://cnj.craigslist.org,24995,2019,volkswagen,arteon,,,gas,5724,clean,automatic,WVWAR7AN4KE031934,,,,,https://images.craigslist.org/01616_jwR2dBTN87Uz_0ak06T_600x450.jpg,NA,,nj,40.2043,-74.1779,2021-05-04T12:43:17-0400
7315795477,https://newyork.craigslist.org/que/ctd/d/fresh-meadows-2019-vw-volkswagen-arteon/7315795477.html,new york city,https://newyork.craigslist.org,27990,2019,volkswagen,arteon se 4motion,good,,diesel,8601,clean,other,WVWBR7AN8KE031584,,,sedan,black,https://images.craigslist.org/00V0V_eEkHIB9Isy2z_0gw0co_600x450.jpg,NA,,ny,40.73,-73.79,2021-05-02T12:41:23-0400
7316224625,https://longisland.craigslist.org/ctd/d/ronkonkoma-2019-vw-volkswagen-arteon-se/7316224625.html,long island,https://longisland.craigslist.org,27990,2019,volkswagen,arteon se 4motion,good,,diesel,8601,clean,other,WVWBR7AN8KE031584,,,sedan,black,https://images.craigslist.org/00V0V_eEkHIB9Isy2z_0gw0co_600x450.jpg,NA,,ny,40.8,-73.12,2021-05-03T11:41:07-0400
7316138406,https://newyork.craigslist.org/jsy/ctd/d/newark-2019-vw-volkswagen-arteon-sel/7316138406.html,new york city,https://newyork.craigslist.org,32590,2019,volkswagen,arteon sel 4motion,good,,other,7152,clean,other,WVWDR7AN9KE024765,,,sedan,white,https://images.craigslist.org/00O0O_inaG91KXCFRz_0gw0co_600x450.jpg,NA,,ny,40.72,-74.17,2021-05-03T09:02:45-0400
7315296226,https://washingtondc.craigslist.org/nva/ctd/d/washington-2019-vw-volkswagen-arteon/7315296226.html,"washington, DC",https://washingtondc.craigslist.org,32590,2019,volkswagen,arteon sel r-line,good,,gas,8706,clean,other,WVWHR7AN8KE031630,fwd,,sedan,white,https://images.craigslist.org/00g0g_dtOxgZ3o06Xz_0gw0co_600x450.jpg,NA,,dc,38.89,-77.03,2021-05-01T11:01:14-0400
7315450568,https://boston.craigslist.org/gbs/ctd/d/cambridge-2020-vw-volkswagen-arteon-sel/7315450568.html,boston,https://boston.craigslist.org,35590,2020,volkswagen,arteon sel r-line,good,,gas,3984,clean,other,WVWHR7AN8LE016126,fwd,,sedan,black,https://images.craigslist.org/00u0u_1SuaBBtcmbMz_0gw0co_600x450.jpg,NA,,ma,42.37,-71.11,2021-05-01T15:21:16-0400
7315336425,https://newyork.craigslist.org/mnh/ctd/d/new-york-2020-vw-volkswagen-arteon-sel/7315336425.html,new york city,https://newyork.craigslist.org,35590,2020,volkswagen,arteon sel r-line,good,,gas,3984,clean,other,WVWHR7AN8LE016126,fwd,,sedan,black,https://images.craigslist.org/00u0u_1SuaBBtcmbMz_0gw0co_600x450.jpg,NA,,ny,40.71,-73.99,2021-05-01T12:11:38-0400
7315483376,https://pittsburgh.craigslist.org/ctd/d/pittsburgh-2020-vw-volkswagen-arteon/7315483376.html,pittsburgh,https://pittsburgh.craigslist.org,35590,2020,volkswagen,arteon sel r-line,good,,gas,3984,clean,other,WVWHR7AN8LE016126,fwd,,sedan,black,https://images.craigslist.org/00u0u_1SuaBBtcmbMz_0gw0co_600x450.jpg,NA,,pa,40.43,-79.97,2021-05-01T16:21:13-0400
7311231032,https://southjersey.craigslist.org/ctd/d/farmingdale-2018-volkswagen-atlas-deep/7311231032.html,south jersey,https://southjersey.craigslist.org,24995,2018,volkswagen,atlas,,,gas,2581,clean,automatic,1V2DP2CA3JC598371,,,,,https://images.craigslist.org/00G0G_cG6jEZ7jT27z_0ak06T_600x450.jpg,NA,,nj,40.2043,-74.1779,2021-04-23T02:43:18-0400
7314689850,https://southjersey.craigslist.org/ctd/d/farmingdale-2018-volkswagen-atlas-deep/7314689850.html,south jersey,https://southjersey.craigslist.org,21995,2018,volkswagen,atlas,,,gas,8842,clean,automatic,1V2AP2CA6JC599212,,,,,https://images.craigslist.org/00606_atFFGC1aoTvz_0ak06T_600x450.jpg,NA,,nj,40.2043,-74.1779,2021-04-30T01:32:52-0400
7314484338,https://newjersey.craigslist.org/ctd/d/farmingdale-2018-volkswagen-atlas-pure/7314484338.html,north jersey,https://newjersey.craigslist.org,29995,2018,volkswagen,atlas,,,gas,11609,clean,automatic,1V2EP2CA4JC599761,,,,,https://images.craigslist.org/00n0n_7QhckNryyo7z_0ak06T_600x450.jpg,NA,,nj,40.2043,-74.1779,2021-04-29T15:53:10-0400
7314567397,https://newjersey.craigslist.org/ctd/d/farmingdale-2018-volkswagen-atlas/7314567397.html,north jersey,https://newjersey.craigslist.org,22995,2018,volkswagen,atlas,,,gas,15179,clean,automatic,1V2AP2CA8JC532742,,,,,https://images.craigslist.org/00202_7GUWRUIFzjyz_0ak06T_600x450.jpg,NA,,nj,40.2043,-74.1779,2021-04-29T18:33:38-0400
7316952251,https://cnj.craigslist.org/ctd/d/farmingdale-2018-volkswagen-atlas-deep/7316952251.html,central NJ,https://cnj.craigslist.org,28995,2018,volkswagen,atlas,,,gas,17651,clean,automatic,1V2RR2CA0JC531386,,,,,https://images.craigslist.org/01616_bFolQCLSdQnz_0ak06T_600x450.jpg,NA,,nj,40.2043,-74.1779,2021-05-04T17:21:08-0400
7307576637,https://southjersey.craigslist.org/ctd/d/farmingdale-2018-volkswagen-atlas/7307576637.html,south jersey,https://southjersey.craigslist.org,21495,2018,volkswagen,atlas,,,gas,20545,clean,automatic,1V2AP2CA6JC553816,,,,,https://images.craigslist.org/00b0b_iHPiMu7SIhUz_0ak06T_600x450.jpg,NA,,nj,40.2043,-74.1779,2021-04-16T01:33:28-0400
7313724821,https://jerseyshore.craigslist.org/ctd/d/farmingdale-2018-volkswagen-atlas/7313724821.html,jersey shore,https://jerseyshore.craigslist.org,29995,2018,volkswagen,atlas,,,gas,21296,clean,automatic,1V2MR2CA6JC562328,,,,,https://images.craigslist.org/00K0K_bA7k9SO7mZmz_0ak06T_600x450.jpg,NA,,nj,40.2043,-74.1779,2021-04-28T05:09:25-0400
7307581019,https://southjersey.craigslist.org/ctd/d/farmingdale-2018-volkswagen-atlas/7307581019.html,south jersey,https://southjersey.craigslist.org,22995,2018,volkswagen,atlas,,,gas,22326,clean,automatic,1V2CP2CA4JC595829,,,,,https://images.craigslist.org/00M0M_ay1PliUBZ2sz_0ak06T_600x450.jpg,NA,,nj,40.2043,-74.1779,2021-04-16T02:10:16-0400
7314435136,https://newjersey.craigslist.org/ctd/d/farmingdale-2018-volkswagen-atlas/7314435136.html,north jersey,https://newjersey.craigslist.org,26995,2018,volkswagen,atlas,,,gas,22786,clean,automatic,1V2DR2CA2JC511442,,,,,https://images.craigslist.org/00K0K_c6bgpIoxHtPz_0ak06T_600x450.jpg,NA,,nj,40.2043,-74.1779,2021-04-29T14:26:49-0400
7306237658,https://cnj.craigslist.org/ctd/d/farmingdale-2018-volkswagen-atlas-deep/7306237658.html,central NJ,https://cnj.craigslist.org,23995,2018,volkswagen,atlas,,,gas,27780,clean,automatic,1V2DP2CAXJC592972,,,,,https://images.craigslist.org/00F0F_bSI9jsUcGfQz_0ak06T_600x450.jpg,NA,,nj,40.2043,-74.1779,2021-04-13T13:19:36-0400
7306445626,https://cnj.craigslist.org/ctd/d/farmingdale-2018-volkswagen-atlas-pure/7306445626.html,central NJ,https://cnj.craigslist.org,24995,2018,volkswagen,atlas,,,gas,36284,clean,automatic,1V2LR2CA6JC509852,,,,,https://images.craigslist.org/00d0d_h13lfk5IZgjz_0ak06T_600x450.jpg,NA,,nj,40.2043,-74.1779,2021-04-13T19:28:40-0400
7307571395,https://southjersey.craigslist.org/ctd/d/farmingdale-2019-volkswagen-atlas-pure/7307571395.html,south jersey,https://southjersey.craigslist.org,29995,2019,volkswagen,atlas,,,gas,659,clean,automatic,1V2WR2CA0KC593455,,,,,https://images.craigslist.org/00808_bWYlEKfQ526z_0ak06T_600x450.jpg,NA,,nj,40.2043,-74.1779,2021-04-16T00:56:47-0400
7307584468,https://southjersey.craigslist.org/ctd/d/farmingdale-2019-volkswagen-atlas-deep/7307584468.html,south jersey,https://southjersey.craigslist.org,38995,2019,volkswagen,atlas,,,gas,4356,clean,automatic,1V2NR2CA9KC505529,,,,,https://images.craigslist.org/00v0v_9kXhGjS7jh1z_0ak06T_600x450.jpg,NA,,nj,40.2043,-74.1779,2021-04-16T02:47:02-0400
7307569450,https://southjersey.craigslist.org/ctd/d/farmingdale-2019-volkswagen-atlas/7307569450.html,south jersey,https://southjersey.craigslist.org,34995,2019,volkswagen,atlas,,,gas,4868,clean,automatic,1V2MR2CA3KC550705,,,,,https://images.craigslist.org/00o0o_8pDeDwY1nU1z_0ak06T_600x450.jpg,NA,,nj,40.2043,-74.1779,2021-04-16T00:44:35-0400
7314660084,https://southjersey.craigslist.org/ctd/d/farmingdale-2019-volkswagen-atlas-deep/7314660084.html,south jersey,https://southjersey.craigslist.org,32995,2019,volkswagen,atlas,,,gas,6301,clean,automatic,1V2XR2CA0KC510448,,,,,https://images.craigslist.org/01717_2RVtsSsSuYrz_0ak06T_600x450.jpg,NA,,nj,40.2043,-74.1779,2021-04-29T22:52:43-0400
7314692580,https://southjersey.craigslist.org/ctd/d/farmingdale-2019-volkswagen-atlas-pure/7314692580.html,south jersey,https://southjersey.craigslist.org,29995,2019,volkswagen,atlas,,,gas,7890,clean,automatic,1V2UR2CA5KC546252,,,,,https://images.craigslist.org/00b0b_3VHm753DjLXz_0ak06T_600x450.jpg,NA,,nj,40.2043,-74.1779,2021-04-30T01:57:31-0400
7306423968,https://cnj.craigslist.org/ctd/d/farmingdale-2019-volkswagen-atlas-deep/7306423968.html,central NJ,https://cnj.craigslist.org,27995,2019,volkswagen,atlas,,,gas,8633,clean,automatic,1V2WR2CA4KC562743,,,,,https://images.craigslist.org/00Z0Z_e7h8Wfw6nVYz_0ak06T_600x450.jpg,NA,,nj,40.2043,-74.1779,2021-04-13T18:39:41-0400
7314663018,https://southjersey.craigslist.org/ctd/d/farmingdale-2019-volkswagen-atlas/7314663018.html,south jersey,https://southjersey.craigslist.org,34995,2019,volkswagen,atlas,,,gas,12002,clean,automatic,1V2NR2CA1KC544616,,,,,https://images.craigslist.org/00I0I_jxizUS3u6uOz_0ak06T_600x450.jpg,NA,,nj,40.2043,-74.1779,2021-04-29T23:04:59-0400
7310220719,https://jerseyshore.craigslist.org/ctd/d/farmingdale-2019-volkswagen-atlas/7310220719.html,jersey shore,https://jerseyshore.craigslist.org,27995,2019,volkswagen,atlas,,,gas,14671,clean,automatic,1V2WR2CA3KC533363,,,,,https://images.craigslist.org/00g0g_cby8ajrmBw8z_0ak06T_600x450.jpg,NA,,nj,40.2043,-74.1779,2021-04-21T04:55:47-0400
7306367145,https://cnj.craigslist.org/ctd/d/farmingdale-2019-volkswagen-atlas-pure/7306367145.html,central NJ,https://cnj.craigslist.org,31995,2019,volkswagen,atlas,,,gas,18333,clean,automatic,1V2XR2CAXKC510974,,,,,https://images.craigslist.org/00S0S_gjdwarLWTV3z_0ak06T_600x450.jpg,NA,,nj,40.2043,-74.1779,2021-04-13T16:49:03-0400
7306535268,https://cnj.craigslist.org/ctd/d/farmingdale-2019-volkswagen-atlas-deep/7306535268.html,central NJ,https://cnj.craigslist.org,19995,2019,volkswagen,atlas,,,gas,67540,clean,automatic,1V2DR2CA5KC525188,,,,,https://images.craigslist.org/00h0h_i9RR9NA263Ez_0ak06T_600x450.jpg,NA,,nj,40.2043,-74.1779,2021-04-14T00:35:08-0400
7307147597,https://maine.craigslist.org/ctd/d/brunswick-2020-volkswagen-vw-atlas/7307147597.html,maine,https://maine.craigslist.org,41869,2020,volkswagen,atlas cross sport,new,,gas,168,clean,automatic,1V21E2CAXLC228353,,,,blue,https://images.craigslist.org/01010_e4pcfg3mkO0z_09Q07m_600x450.jpg,NA,,me,43.911657,-69.896151,2021-04-15T10:00:48-0400
7316698659,https://maine.craigslist.org/ctd/d/brunswick-2021-volkswagen-vw-atlas/7316698659.html,maine,https://maine.craigslist.org,45779,2021,volkswagen,atlas cross sport,new,,gas,3,clean,automatic,1V2BE2CA2MC219152,,,,white,https://images.craigslist.org/00w0w_55rXDmxUbAgz_09Q07v_600x450.jpg,NA,,me,43.911657,-69.896151,2021-05-04T10:24:34-0400
